GBERT(
  (embedding): Embedding(32, 512)
  (pos_encoder): PositionalEncoding(
    (dropout): Dropout(p=0.1, inplace=False)
  )
  (encoder): TransformerEncoder(
    (layers): ModuleList(
      (0): TransformerEncoderLayer(
        (self_attn): MultiheadAttention(
          (out_proj): _LinearWithBias(in_features=512, out_features=512, bias=True)
        )
        (linear1): Linear(in_features=512, out_features=2048, bias=True)
        (dropout): Dropout(p=0.1, inplace=False)
        (linear2): Linear(in_features=2048, out_features=512, bias=True)
        (norm1): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
        (norm2): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
        (dropout1): Dropout(p=0.1, inplace=False)
        (dropout2): Dropout(p=0.1, inplace=False)
      )
      (1): TransformerEncoderLayer(
        (self_attn): MultiheadAttention(
          (out_proj): _LinearWithBias(in_features=512, out_features=512, bias=True)
        )
        (linear1): Linear(in_features=512, out_features=2048, bias=True)
        (dropout): Dropout(p=0.1, inplace=False)
        (linear2): Linear(in_features=2048, out_features=512, bias=True)
        (norm1): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
        (norm2): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
        (dropout1): Dropout(p=0.1, inplace=False)
        (dropout2): Dropout(p=0.1, inplace=False)
      )
      (2): TransformerEncoderLayer(
        (self_attn): MultiheadAttention(
          (out_proj): _LinearWithBias(in_features=512, out_features=512, bias=True)
        )
        (linear1): Linear(in_features=512, out_features=2048, bias=True)
        (dropout): Dropout(p=0.1, inplace=False)
        (linear2): Linear(in_features=2048, out_features=512, bias=True)
        (norm1): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
        (norm2): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
        (dropout1): Dropout(p=0.1, inplace=False)
        (dropout2): Dropout(p=0.1, inplace=False)
      )
      (3): TransformerEncoderLayer(
        (self_attn): MultiheadAttention(
          (out_proj): _LinearWithBias(in_features=512, out_features=512, bias=True)
        )
        (linear1): Linear(in_features=512, out_features=2048, bias=True)
        (dropout): Dropout(p=0.1, inplace=False)
        (linear2): Linear(in_features=2048, out_features=512, bias=True)
        (norm1): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
        (norm2): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
        (dropout1): Dropout(p=0.1, inplace=False)
        (dropout2): Dropout(p=0.1, inplace=False)
      )
    )
    (norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
  )
  (fc_out): Linear(in_features=512, out_features=31, bias=True)
)
Training on device: cuda
Epoch: 1 | Step 292 | Train Loss: 2.356
Epoch: 2 | Step 584 | Train Loss: 1.715
Epoch: 3 | Step 876 | Train Loss: 1.597
Epoch: 4 | Step 1168 | Train Loss: 1.520
Epoch: 5 | Step 1460 | Train Loss: 1.442
Epoch: 6 | Step 1752 | Train Loss: 1.377
Epoch: 7 | Step 2000 | Valid Loss: 1.360
Epoch: 7 | Step 2000 | Mean Mask Error Rate: 0.7002154419471294
Epoch: 7 | Step 2044 | Train Loss: 1.356
Epoch: 8 | Step 2336 | Train Loss: 1.325
Epoch: 9 | Step 2628 | Train Loss: 1.306
Epoch: 10 | Step 2920 | Train Loss: 1.289
Epoch: 11 | Step 3212 | Train Loss: 1.281
Epoch: 12 | Step 3504 | Train Loss: 1.268
Epoch: 13 | Step 3796 | Train Loss: 1.263
Epoch: 14 | Step 4000 | Valid Loss: 1.232
Epoch: 14 | Step 4000 | Mean Mask Error Rate: 0.6225565223177894
Epoch: 14 | Step 4088 | Train Loss: 1.236
Epoch: 15 | Step 4380 | Train Loss: 1.228
Epoch: 16 | Step 4672 | Train Loss: 1.215
Epoch: 17 | Step 4964 | Train Loss: 1.203
Epoch: 18 | Step 5256 | Train Loss: 1.196
Epoch: 19 | Step 5548 | Train Loss: 1.181
Epoch: 20 | Step 5840 | Train Loss: 1.172
Epoch: 21 | Step 6000 | Valid Loss: 1.218
Epoch: 21 | Step 6000 | Mean Mask Error Rate: 0.5772305312016504
Epoch: 21 | Step 6132 | Train Loss: 1.213
Epoch: 22 | Step 6424 | Train Loss: 1.202
Epoch: 23 | Step 6716 | Train Loss: 1.176
Epoch: 24 | Step 7008 | Train Loss: 1.162
Epoch: 25 | Step 7300 | Train Loss: 1.154
Epoch: 26 | Step 7592 | Train Loss: 1.147
Epoch: 27 | Step 7884 | Train Loss: 1.149
Epoch: 28 | Step 8000 | Valid Loss: 1.116
Epoch: 28 | Step 8000 | Mean Mask Error Rate: 0.5599161523232794
Epoch: 28 | Step 8176 | Train Loss: 1.123
Epoch: 29 | Step 8468 | Train Loss: 1.119
Epoch: 30 | Step 8760 | Train Loss: 1.108
Epoch: 31 | Step 9052 | Train Loss: 1.194
Epoch: 32 | Step 9344 | Train Loss: 1.172
Epoch: 33 | Step 9636 | Train Loss: 1.154
Epoch: 34 | Step 9928 | Train Loss: 1.137
Epoch: 35 | Step 10000 | Valid Loss: 1.094
Epoch: 35 | Step 10000 | Mean Mask Error Rate: 0.5309021943469364
Epoch: 35 | Step 10220 | Train Loss: 1.127
Epoch: 36 | Step 10512 | Train Loss: 1.124
Epoch: 37 | Step 10804 | Train Loss: 1.107
